ID_publikacji	Autor	Tytul	Wydawnictwo	Rok wydania	Format	Cena	ID_dziedziny
e767	Redakcja: Zofia Jozwiak, Grzegorz Bartosz	Biofizyka. Wybrane zagadnienia wraz z cwiczeniami	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d06
a1343	Franz Kafka	Proces. 	SMPB 	2008	mp3	18.99	d04
e1237	Krystyna Mruczek-Nasieniewska	Rownosciowe i zdaniowe logiki P-zgodne. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2013	pdf	20.99	d06
e617	Wieslawa Regel	Podstawy statystyki w Excelu. 	Wydawnictwo Naukowe PWN 	2007	pdf	4.99	d02
e864	Rafal Janus	Excel w praktyce, 3/15	Wiedza i Praktyka 	2015	epub	59.99	d02
a884	Hanna Bakula	Jak byc ogierem do konca zycia? 	Edipresse Ksiazki 	2016	mp3	28.99	d04
e1645	Wieslawa J. Kaczor, Maria T. Nowak	Zadania z analizy matematycznej, cz. 1. Liczby rzeczywiste, ciagi i szeregi liczbowe	Wydawnictwo Naukowe PWN 	2005	mobi	4.99	d06
e1980	Maria Pachalska	Neuropsychologia kliniczna. Urazy mozgu, t. 1. Procesy poznawcze i emocjonalne	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d07
e1865	Redakcja: Hanna Komorowska, Lucyna Aleksandrowicz-Pedich	Coping with Diversity. Language and Culture Education	Academica Wydawnictwo SWPS 	2010	epub	4.99	d05
e256	Maciej Mitrega	Zdolnosc sieciowa jako czynnik przewagi konkurencyjnej na rynku przedsiebiorstw. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	mobi	4.99	d01
e558	Bartlomiej Blaszczyszyn, Tomasz Rolski	Podstawy matematyki ubezpieczen na zycie. 	Wydawnictwo WNT 	2004	epub	4.99	d06
a930	Hans Christian Andersen	Basnie i opowiesci 4. 	Media Rodzina 	2013	mp3	8.99	d07
e847	Elzbieta Dutka	Zapisywanie miejsca. Szkice o Slasku w literaturze przelomu wiekow XX i XXI	Uniwersytet Slaski 	2014	pdf	12.99	d04
e675	Oliver Bowden	Assassin's Creed: Bractwo. 	Insignis 	2011	multiformat	25.99	d04
e163	Joanna Pilatowicz	Opowiesci z pogranicza swiatow. 	Psychoskok 	2014	multiformat	9.99	d04
e1238	James Oliver Curwood	Zlote sidla. The Golden Snare. 	Armoryka 	2014	multiformat	12.99	d04
a1634	Malgorzata Gutowska-Adamczyk	Cukiernia Pod Amorem. Tom 1 Zajezierscy 	Nasza Ksiegarnia 	2011	mp3	22.99	d04
a1398	Aleksy Awdiejew	Szkice z filozofii potocznej 	Heraclon 	2012	mp3	13.99	d03
e727	Redakcja: Zbigniew Strzelecki	Gospodarka regionalna i lokalna. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d01
a1653	Henryk Sienkiewicz	Nikt nie jest prorokiem miedzy swymi 	PROMATEK 	2012	mp3	9.99	d04
e2014	Jacek Marciniak	Inteligentne systemy e-learningowe wykorzystujace ontologie typu word.net. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2015	mobi	4.99	d02
a1799	Antoni Ferdynand Ossendowski	Cien ponurego Wschodu 	Heraclon 	2016	mp3	17.99	d03
a1832	Patrick Lencioni	Przewaga nad konkurentami. 	MT Biznes 	2013	mp3	27.99	d01
a1151	Jerzy Stuhr	Stuhrowie. Historie rodzinne 	Wydawnictwo Literackie 	2008	mp3	20.99	d03
e403	Aleksiej I. Kostrikin	Wstep do algebry, cz. 2. Algebra liniowa	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d06
a871	Bohdan Arct	Kamikadze boski wiatr 	Heraclon 	2009	mp3	13.99	d03
e269	Krzysztof Maurin	Analiza, cz. 1. Elementy	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d06
e204	Krzysztof Piasecki	Modele matematyki finansowej. Instrumenty podstawowe	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d06
e1405	Jerzy Osiatynski	Finanse publiczne. Ekonomia i polityka	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d01
e1244	Bartosz Bolechow	Terroryzm. Aktorzy, statysci, widownie. 	Wydawnictwo Naukowe PWN 	2010	epub	4.99	d07
e1619	Redakcja: Katarzyna Taczynska, Karolina Birecka	Nowe perspektywy w nauczaniu jezyka polskiego jako obcego I. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2010	pdf	13.99	d05
a1368	Boleslaw Prus	Lalka	Biblios 	2008	mp3	11.99	d04
e464	Rafal Strychalski	Programowanie w C++ z uzyciem biblioteki Qt4. 	Nakom 	2014	pdf	18.99	d02
e949	Joe Celko	SQL. Zaawansowane techniki programowania. 	Wydawnictwo Naukowe PWN 	2008	pdf	4.99	d02
a408	Boguslaw Woloszanski	Wojna Milosc Zdrada 	Sensacje XX Wieku 	2012	mp3	37.99	d03
e1195	Itzik Ben-Gan, Adam Machanic, Dejan Sarka, Kevin Farlee	Zapytania w jezyku T-SQL. w Microsoft SQL Server 2014 i SQL Server 2012	Promise 	2017	pdf	132.99	d02
a1776	William Wharton	Ptasiek. 	Rebis 	2014	mp3	27.99	d04
e1020	Praca zbiorowa	Konflikty wspolczesnego swiata. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
a1070	Reinhold Vetter	Jak Lech Walesa przechytrzyl komunistow 	Biblioteka Akustyczna 	2013	mp3	33.99	d03
e1214	Mieczyslaw Zywczynski	Historia powszechna. 1789-1870. 	Wydawnictwo Naukowe PWN 	2008	mobi	4.99	d05
a1223	Ks.Marek Dziewiecki	Komunikacja. Kochaj i mow co chcesz 	RTCK, 	2014	mp3	26.99	d07
e551	Tadeusz Morawski, Wojciech Gwarek	Pola i fale elektromagnetyczne. 	Wydawnictwo WNT 	2014	pdf	4.99	d06
a1127	Robert Louis Stevenson	Wyspa skarbow 	PROMATEK 	2010	mp3	23.99	d04
a1849	Fabian Blaszkiewicz	Snajper Uwodziciel. 7 tajemnych sposobow jak zostac mezczyzna jej marzen. 	RTCK, 	2012	mp3	27.99	d07
e1246	Andrzej Sopocko	Rynkowe instrumenty finansowe. 	Wydawnictwo Naukowe PWN 	2010	mobi	4.99	d01
a1667	Maciej Bennewicz	Coaching czyli Restauracja Osobowosci 	Biblioteka Akustyczna, 	2013	mp3	33.99	d07
e2006	Robert Kowalczyk, Kamil Niedzialomski, Cezary Obczynski	Matematyka dla studentow i kandydatow na wyzsze uczelnie. Repetytorium. 	Wydawnictwo Naukowe PWN 	2011	mobi	4.99	d06
a1879	Hans Christian Andersen	Basnie 3. 	Media Rodzina 	2013	mp3	8.99	d07
e953	Cezary Orlowski, Jerzy Lipski, Andrzej Loska	Informatyka i komputerowe wspomaganie prac inzynierskich. 	PWE 	2013	pdf	31.99	d02
e601	Joan Lambert	Microsoft PowerPoint 2016 Krok po kroku. Plus Pliki cwiczen do pobrania	Promise 	2017	pdf	46.99	d02
e1642	Rhys Bowen	Do grobowej deski. 	NOIR SUR BLANC 	2014	multiformat	20.99	d04
a894	Stieg Larsson	Mezczyzni, ktorzy nienawidza kobiet. 	CZARNA OWCA 	2010	mp3	29.99	d04
a188	Andrzej Sarwa	O smierci, antychryscie i o koncu swiata. 	Armoryka 	2009	mp3	8.99	d05
e221	Marian Malowist	Wschod a Zachod Europy w XIII-XVI wieku. Konfrontacja struktur spoleczno-gospodarczych	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d05
e158	Redakcja: Bronislaw Urban, Jan M. Stanik	Resocjalizacja, t. 2. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d07
e370	Zdzislaw Pierscionek	Strategie konkurencji i rozwoju przedsiebiorstwa. 	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d01
e1672	Stendhal	Rodzina Cenci 1599. 	Armoryka 	2014	multiformat	5.99	d04
a1228	Adam Mickiewicz	Pan Tadeusz	SMPB 	2010	mp3	18.99	d04
e1131	Ewa Ziemba	Projektowanie portali korporacyjnych dla organizacji opartych na wiedzy. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2009	mobi	4.99	d02
e916	Janusz Turowski	Podstawy mechatroniki. 	Akademia Humanistyczno-Ekonomiczna 	2011	pdf	38.99	d02
e1599	Jozef Ignacy Kraszewski	Z dziennika starego dziada. 	Armoryka 	2014	multiformat	2.99	d04
e1936	Ewa Stemposz, Andrzej Jodlowski, Alina Stasiecka	Zarys metodyki wspierajacej nauke projektowania systemow informacyjnych. 	Wydawnictwo Polsko-Japonskiej Akademii Technik Komputerowych 	2014	pdf	28.99	d02
e560	Zbigniew Zakiewicz	Opowiesc o wiernym pajaku. 	Literatura Net Pl 	2000	epub	5.99	d04
a2018	Hans Christian Andersen	Basnie i opowiesci 3. 	Media Rodzina 	2013	mp3	8.99	d07
e1202	Krzysztof A. Wieczorek	Argumenty rowni pochylej. Analiza z perspektywy logiki nieformalnej	Uniwersytet Slaski 	2014	pdf	13.99	d06
a1499	Eliza Orzeszkowa	ABC 	SMPB 	2008	mp3	18.99	d04
e511	Jerzy Topp	Algebra liniowa. 	Wydawnictwo Uniwersytetu Gdanskiego 	2013	epub	4.99	d06
e765	Redakcja: Andrzej Panasiuk	Marketing uslug turystycznych. 	Wydawnictwo Naukowe PWN 	2007	multiformat	25.99	d01
e170	Franz Kafka	Proces. 	SMPB 	2008	epub	18.99	d04
e1139	Curtis Frye	Microsoft Excel 2013 Krok po kroku. 	Promise 	2016	pdf	45.99	d02
e1092	Redakcja: Barbara Wozniak-Sobczak	Instrumenty zarzadzania przedsiebiorstwem przez finanse. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	epub	4.99	d01
e713	Redakcja: Tadeusz Sporek	Pozycja wybranych krajow we wspolczesnej gospodarce swiatowej - diagnoza i perspektywy. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	pdf	4.99	d01
e1060	Magdalena Chomuszko	Controlling procesow. Jak wdrozyc?	Wydawnictwo Naukowe PWN 	2015	multiformat	24.99	d02
e1504	Toni Morrison	Najbardziej niebieskie oko. 	Swiat Ksiazki 	2014	multiformat	24.99	d04
a2030	Jaroslaw Kaniewski	Aleksander Macedonski - zdobywca swiata 	Audioclub.pl/Bellona 	2006	mp3	11.99	d03
e1811	Piotr Muszynski	Gambit mocy. 	Oficynka 	2014	multiformat	35.99	d04
e813	Paullina Simons	Dzieci wolnosci. 	Swiat Ksiazki 	2014	multiformat	20.99	d04
a1621	Krzysztof Pogorzelski	Historia - Dzieje powszechne. Wiek XIX. 	Marekas Management 	2007	mp3	4.99	d05
e1183	Symon Petlura	Naczelny Ataman. 	Kolegium Europy Wschodniej 	2012	multiformat	23.99	d02
e1652	Redakcja: Krzysztof Jajuga	Finanse - nowe wyzwania teorii i praktyki. Rynek finansowy. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2011	epub	4.99	d01
e991	Roman Leitner	Zarys matematyki wyzszej dla studentow czesc II. 	Wydawnictwo WNT 	2005	epub	4.99	d06
e1082	Iwona Kowalska, Beata Guzowska	Sprawdziany. Matematyka. Klasa I. 	LITERAT HENRYK PLONCZYNSKI 	2012	pdf	5.99	d06
e462	Lukasz Tomasz Sroka	Zydzi w Krakowie. Studium o elicie miasta 1850-1918. 	Wydawnictwo Naukowe Uniwersytetu Pedagogicznego w Krakowie 	2008	epub	4.99	d05
e1497	Denis McQuail	Teoria komunikowania masowego. 	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d07
a396	Krzysztof Stanowski, Grzegorz Szamotulski	Szamo 	Biblioteka Akustyczna 	2014	mp3	28.99	d03
e383	Jacek Kudrewicz	Fraktale i chaos. 	Wydawnictwo WNT 	2015	epub	4.99	d06
e1925	Michal Szurek	O nauczaniu matematyki. Wyklady dla nauczycieli i studentow. Tom 3. 	GWO 	2005	pdf	15.99	d06
a1069	Jerzy Stuhr	Tak sobie mysle.. 	Wydawnictwo Literackie 	2012	mp3	24.99	d03
a2005	Malgorzata Kalicinska	Zwyczajny facet. 	ZYSK I S-KA 	2011	mp3	26.99	d04
e240	Jan Grzenia	Komunikacja jezykowa w Internecie. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d05
e581	James May	James May i jego wspaniale maszyny. O tym, jak faceci w szopach zmienili nasze zycie	Insignis 	2011	multiformat	16.99	d04
e281	Bozyna Pomykalska, Przemyslaw Pomykalski	Analiza finansowa przedsiebiorstwa. 	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d01
a1898	Camilla Lackberg	Syrenka. 	CZARNA OWCA 	2011	mp3	25.99	d04
e1055	Alberto Ferrari, Marco Russo	Kompletny przewodnik po DAX. Analiza biznesowa przy uzyciu Microsoft Excel, SQL Server Analysis Services i Power BI	Promise 	2016	pdf	85.99	d02
e1175	Dariusz Andrzej Sikorski	Kosciol w Polsce za Mieszka I i Boleslawa Chrobrego. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2011	epub	4.99	d05
e266	Maciej Golab	Spor o granice poznania dziela muzycznego. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2012	pdf	18.99	d05
a1404	Fabian Blaszkiewicz	"Jestem Legenda I. Lekcje Swietego Jozefa ""egipskiego"" "	RTCK, 	2011	mp3	27.99	d07
e245	Joanna Ger	Kurs matematyki dla chemikow. Wyd. 5. 	Uniwersytet Slaski 	2012	pdf	21.99	d06
e1153	Waclaw Sierpinski	O rozwiazywaniu rownan w liczbach calkowitych. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
e712	Jolanta Bonar	Nauczyciel wczesnej edukacji. Oczekiwania spoleczne i praktyka edukacyjna. 	Wydawnictwo Uniwersytetu Lodzkiego 	2011	mobi	4.99	d07
a1899	Rafal Debski	Slonce we krwi. 	Heraclon 	2014	mp3	17.99	d04
e892	Krystyna Bienkowska-Lipinska, Dominik Jagiello, Rafal Maj	Matematyka 1. 	Osrodek Ksztalcenia na Odleglosc Politechniki Warszawskiej OKNO 	2010	pdf	0	d06
e1745	Danuta Kisperska-Moron, Edyta Klosa, Artur Swierczek, Ryszard Piniecki	Funkcjonowanie malych i srednich firm produkcyjnych w lancuchu dostaw. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	epub	4.99	d01
a1300	Jan Grabowski	Puc, Bursztyn i goscie. 	Nasza Ksiegarnia 	2010	mp3	11.99	d04
e1229	Michal Heller	Filozofia przypadku. Kosmiczna fuga z preludium i coda	Copernicus Center Press 	2012	multiformat	33.99	d06
e1810	Katarzyna Januszkiewicz	Rozwoj zawodowy pracownika. Szanse i zagrozenia	Wydawnictwo Uniwersytetu Lodzkiego 	2009	pdf	4.99	d07
e667	Bozydar Grzebyk	Wspolczesne opowiesci zydowskie. 	Dobre Slowo 	2011	multiformat	6.99	d04
a966	Clive Staples Lewis	Opowiesci z Narnii. Lew, Czarownica i stara szafa. 	Media Rodzina 	2013	mp3	20.99	d07
e1649	Redakcja: Piotr Rogala, Tadeusz Borys	Orientacja na klienta jako kryterium doskonalosci. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2011	mobi	4.99	d01
a962	Paul Sherman	Ojciec chrzestny Lucky Luciano i tajemnice amerykanskiej mafii 	Heraclon 	2014	mp3	17.99	d03
a369	Grazyna Szapolowska	Poza mna 	National Geographic 	2014	mp3	23.99	d04
e1752	Karol Kukula, Antoni Goryl, Zbigniew Jedrzejczyk, Jacek Osiewalski, Anna Walkosz	Wprowadzenie do ekonometrii. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d01
e668	Maria Dabrowska-Partyka	Literatura pogranicza, pogranicza literatury. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2004	epub	4.99	d05
e2035	Redakcja: Teresa Krasnicka, Henryk Bieniok	Innowacje w zarzadzaniu przedsiebiorstwem oraz instytucjami sektora publicznego. Teoria i praktyka. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2010	mobi	4.99	d01
a2082	Andrzej Kalinin	I Bog o nas zapomnial. 	Heraclon 	2014	mp3	17.99	d04
e1109	Eleonora Kirwiel	Kresy Polnocno-Wschodnie Rzeczypospolitej Polskiej w latach 1918-1939. Oblicze polityczne. 	Wydawnictwo Uniwersytetu Marii Curie-Sklodowskiej 	2011	epub	4.99	d05
e1662	Walter Rudin	Analiza funkcjonalna. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
e1421	Magdalena Chomuszko, Natalia Sikorska	Kurs ksiegowosci komputerowej. System Symfonia	Wydawnictwo Naukowe PWN 	2012	epub	4.99	d02
e1420	Urszula Banaszczak-Soroka	Instytucje i uczestnicy rynku kapitalowego. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1023	Stanislaw Flejterski	Metodologia finansow. Podrecznik akademicki	Wydawnictwo Naukowe PWN 	2007	mobi	4.99	d01
e207	Franciszek Leja	Rachunek rozniczkowy i calkowy ze wstepem do rownan rozniczkowych. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d06
e852	Andrzej Markowski	Kultura jezyka polskiego. Teoria. Zagadnienia leksykalne. 	Wydawnictwo Naukowe PWN 	2006	mobi	4.99	d05
a585	Jadwiga Wolowska, Renata Biernacka	Biologia - Anatomia i fizjologia roslin. 	Marekas Management 	2007	mp3	4.99	d06
a737	Jon Gordon	Stolarz Opowiesc o najwspanialszych strategiach osiagania sukcesu 	MT Biznes, 	2015	mp3	23.99	d07
e1180	Redakcja: Ryszard Winiarski	Turystyka w naukach humanistycznych. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1512	Janusz Baranski	Swiat rzeczy. Zarys antropologiczny	Wydawnictwo Uniwersytetu Jagiellonskiego 	2007	epub	4.99	d05
a1154	Tomasz Michniewicz	Swiat rownolegly 	Biblioteka Akustyczna 	2016	mp3	33.99	d03
a1525	Mark Owen, Kevin Maurer	Nielatwy dzien Autobiografia komandosa Navy SEAL 	Wydawnictwo Literackie 	2013	mp3	24.99	d03
e1507	Andrzej Boruszewski	Zaklad. 	Wydawnictwo e-bookowo 	2011	pdf	4.99	d04
a1036	Henryk Sienkiewicz	Dwie drogi 	PROMATEK 	2012	mp3	9.99	d04
a1685	Dorota Poninska	Podroz po milosc Lilianna 	Heraclon 	2015	mp3	19.99	d04
a261	Pola Gojawiczynska	Dziewczeta z Nowolipek. 	SMPB 	2010	mp3	23.99	d04
e198	Pawel Bilski, Maria Dobies, Asja Kozak, Monika Makrocka-Rydzyk	Materialy do cwiczen ze wstepu do pracowni fizycznej. Normy ISO i matematyka w laboratorium	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2014	epub	4.99	d06
e1375	Tomasz Pludowski	Komunikacja polityczna w amerykanskich kampaniach wyborczych. 	Wydawnictwo Naukowe PWN 	2008	multiformat	27.99	d07
a1003	Henning Mankell	Grzaskie piaski 	Biblioteka Akustyczna 	2015	mp3	28.99	d03
e307	Redakcja: dr Alicja Moleda	Matematyka-Arkusz maturalny. MegaMatma nr 3. Poziom podstawowy. 	MEGAWIEDZA 	2012	pdf	9.99	d06
a1184	Antonina Domanska	Historia zoltej cizemki 	SMPB 	2009	mp3	14.99	d04
e1017	Maria Cytowska, Hanna Szelest	Historia literatury starozytnej. 	Wydawnictwo Naukowe PWN 	2006	mobi	4.99	d05
a526	Brian Tracy, Christina Tracy Stein	Pocaluj te zabe. 12 metod zamiany problemow w sukcesy - w pracy i w zyciu prywatnym	MT Biznes 	2013	mp3	27.99	d01
a922	Hans Christian Andersen	Basnie i opowiesci 2. 	Media Rodzina 	2013	mp3	8.99	d07
e111	Carl Chatfield, Timothy Johnson	Microsoft Project 2016 Krok po kroku. 	Promise 	2017	pdf	75.99	d02
a769	Juliusz Verne	W 80 dni dookola swiata 	Audioclub.pl/Bellona 	2008	mp3	15.99	d04
e819	Jaroslaw Flis	Samorzadowe public relations. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2007	epub	4.99	d07
e1138	Petter Heller	Gwiazdozbior psa. 	Insignis 	2013	multiformat	25.99	d04
e254	Ernst Theodor Amadeus Hoffmann	Panna de Scudery. 	Armoryka 	2014	multiformat	11.99	d04
a1540	Eliza Orzeszkowa	Gloria Victis 	Aleksandria 	2012	mp3	8.99	d04
e718	Marek Gagolewski	Programowanie w jezyku R. Analiza danych, obliczenia, symulacje. 	Wydawnictwo Naukowe PWN 	2016	epub	4.99	d02
e2109	Maria Sierpinska, Boguslaw Niedbala	Controlling operacyjny w przedsiebiorstwie. Centra odpowiedzialnosci w teorii i praktyce	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
a1149	Henryk Sienkiewicz	Krzyzacy 	PROMATEK 	2011	mp3	23.99	d04
e951	Redakcja: Janina Harasim	Konkurencyjnosc i efektywnosc dzialania banku - podejscie zasobowe. 	Wydawnictwo Uniwersytetu Ekonomicznego w Katowicach 	2009	mobi	4.99	d01
e1822	Jolanta Mackiewicz	Jak dobrze pisac. Od mysli do tekstu. 	Wydawnictwo Naukowe PWN 	2010	multiformat	19.99	d05
a732	Henryk Sienkiewicz	Latarnik	PROMATEK 	2011	mp3	9.99	d04
e996	Zdzislaw Pierscionek	Zarzadzanie strategiczne w przedsiebiorstwie. 	Wydawnictwo Naukowe PWN 	2011	mobi	4.99	d01
a1825	Marek Staczek	KREATYWNOSC. Jak rozwijac tworcze myslenie?. 	EdisonTeam.pl	2008	mp3	28.99	d07
e1751	Adolf Dygasinski	Zajac. 	Armoryka 	2014	multiformat	3.99	d04
a122	Bozena Fabiani	Moje gawedy o sztuce 	Swiat Ksiazki 	2012	mp3	25.99	d03
a1824	Marek Staczek, Grzegorz Nakonieczny	Sztuka skutecznej prezentacji. Komunikatywnie - oryginalnie - przekonujaco. 	EdisonTeam.pl 	2010	mp3	40.99	d01
a1712	Pawel Cieslak	Komunikacja w sprzedazy 	Audioclub.pl/Bellona, 	2006	mp3	11.99	d07
e1582	Tadeusz Paleczny, Ryszard Kantor	Waz w raju. Zabawa w spoleczenstwie konsumpcyjnym. 	Wydawnictwo Uniwersytetu Jagiellonskiego 	2011	mobi	4.99	d05
e893	Edward Kirejczyk	Zrozumiec zarzadzanie. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
a1548	Bohdan Arct	W podniebnej chwale 	Heraclon 	2014	mp3	13.99	d03
e1200	Krzysztof Beska	Ornat z krwi. 	Oficynka 	2013	multiformat	27.99	d04
a1437	Brian Tracy	Przywodztwo. 	MT Biznes 	2014	mp3	23.99	d01
a1860	Grzegorz Celeban	Keys Of Sales. Kluczowe Elementy Sprzedazy. 	The Black Horse 	2013	mp3	27.99	d01
a2105	Joseph Conrad	Jadro ciemnosci. 	Heraclon 	2014	mp3	13.99	d04
e251	Aleksandra Walkiewicz	Francuskie formy subjonctif i indicatif oraz ich polskie ekwiwalenty. 	Wydawnictwo Naukowe Uniwersytetu Mikolaja Kopernika 	2010	pdf	24.99	d05
e1470	Brian Greene	Ukryta rzeczywistosc. W poszukiwaniu wszechswiatow rownoleglych. 	Proszynski Media 	2014	multiformat	32.99	d06
e275	Maciej Brynski, Norbert Drobka, Karol Szymanski	Matematyka dla zerowego roku studiow wyzszych. 	Wydawnictwo WNT 	2014	epub	4.99	d06
e1220	Marcin Kula	Krotki raport o uzytkowaniu historii. 	Wydawnictwo Naukowe PWN 	2004	epub	4.99	d05
e679	Wojciech Zakowski, Grzegorz Decewicz	Matematyka Czesc 1. Analiza matematyczna	Wydawnictwo WNT 	2012	epub	4.99	d06
e128	Craig Russell	Mistrz karnawalu. 	W.A.B. 	2014	multiformat	23.99	d04
e707	Rafal M. Jakubowski	Wplyw transformacji ustrojowej na rynek nieruchomosci mieszkaniowych w Polsce. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2010	epub	4.99	d01
e393	Redakcja: Miroslawa Zalewska-Pawlak, Piotr Soszynski	Wyzwoleni i zagubieni w sieci. Sztuka i wychowanie w kulturze konwergencji	Wydawnictwo Uniwersytetu Lodzkiego 	2015	pdf	18.99	d02
e216	Ryszard Rudnicki	Wyklady z analizy matematycznej. 	Wydawnictwo Naukowe PWN 	2001	epub	4.99	d06
e1681	Grzegorz Gajek	Szalenstwo przychodzi noca. 	Studio Truso 	2014	multiformat	18.99	d04
e1996	Robert Gazarkiewicz, Ryszard Kowalik	Dydaktyczny System Mikroprocesorowy DSM-51. Cwiczenia w jezyku C dla mikrokontrolera 8051	Wydawnictwo Naukowe PWN 	2006	mobi	4.99	d02
e1026	Malgorzata Sobieszczanska	Z ostatniej chwili. 	Oficynka 	2014	multiformat	19.99	d04
e1823	Johann Wolfgang von Goethe	Faust. 	Imprint sp. z o.o. 	2011	epub	4.99	d04
e2090	Redakcja: Adam Kubow, Joanna Szczepaniak	Wspolczesne wyzwania polityki spolecznej wobec rodziny. 	Wydawnictwo Uniwersytetu Ekonomicznego we Wroclawiu 	2010	epub	4.99	d07
e1012	Alex Bellos	Przygody Alexa w Krainie Liczb. 	Albatros 	2013	multiformat	27.99	d06
e744	Miroslawa Kopertowska-Tomczak	Word 2007. Cwiczenia. 	Wydawnictwo Naukowe PWN 	2009	mobi	4.99	d02
e837	Wojciech Guzicki, Piotr Zakrzewski	Wyklady ze wstepu do matematyki. Wprowadzenie do teorii mnogosci.	Wydawnictwo Naukowe PWN 	2007	epub	4.99	d06
a1678	Jose Freches	Dziesiec tysiecy uciech cesarza 	Biblioteka Akustyczna 	2011	mp3	28.99	d04
e1656	Jaroslaw Arabas	Wyklady z algorytmow ewolucyjnych. 	Wydawnictwo WNT 	2004	mobi	4.99	d06
e995	Jerzy Sosnowski	Spotkamy sie w Honolulu. 	Wydawnictwo Literackie 	2014	multiformat	22.99	d04
e2058	Jaroslaw Gornicki	Okruchy matematyki. 	Wydawnictwo Naukowe PWN 	2009	epub	4.99	d06
e487	Malgorzata Marcjanik	Grzecznosc w komunikacji jezykowej. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d05
e796	Keith Dunkinson, Andrew Birch	Implementowanie Microsoft Dynamics AX 2012 za pomoca Sure Step 2012. 	Promise 	2015	pdf	37.99	d02
e522	Katarzyna Kokocinska	Polityka regionalna w Polsce i w Unii Europejskiej. 	Wydawnictwo Naukowe Uniwersytetu im. Adama Mickiewicza 	2010	mobi	4.99	d07
e1441	Tomasz Zyro	Wstep do politologii. 	Wydawnictwo Naukowe PWN 	2006	epub	4.99	d07
a758	Lucy Maud Montgomery	Ania z Zielonego Wzgorza 	Biblioteka Akustyczna 	2013	mp3	23.99	d04
e576	Jerzy Zdrada	Historia Polski 1795-1914. 	Wydawnictwo Naukowe PWN 	2005	epub	4.99	d05
e1022	Dariusz Jeziorny	Dyplomacja brytyjska wobec koncepcji paktu wschodniego (1933-1935). 	Wydawnictwo Uniwersytetu Lodzkiego 	2011	epub	4.99	d05
e1098	Rafal Janus	Excel w praktyce, 3,4/15	Wiedza i Praktyka 	2015	pdf	59.99	d02
e330	Adam Rosinski	Modelowanie procesu eksploatacji systemow telematyki transportu. 	Oficyna Wydawnicza Politechniki Warszawskiej 	2016	pdf	26.99	d02
e1316	Brigitta Helbig-Mischewski	Stracona bogini. Rzecz o Marii Komornickiej	Universitas 	2010	pdf	8.99	d05
a1759	Wayne W. Dyer	Pokochaj siebie. 	Laurum 	2013	mp3	33.99	d07
a2111	Grazyna Plebanek	Nielegalne zwiazki 	Biblioteka Akustyczna 	2011	mp3	24.99	d04
e1844	Redakcja: Roman Milewski	Elementarne zagadnienia ekonomii. 	Wydawnictwo Naukowe PWN 	2008	epub	4.99	d01
e1867	Michal Szurek	O nauczaniu matematyki. Wyklady dla nauczycieli i studentow. Tom 6. 	GWO 	2005	pdf	15.99	d06
